[2025-11-05 23:21:47] [Tick 9 | Q1/5] auto_p1 [PID 1] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2348 | Q3/5] p01 [PID 1] pc=1942/5177 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2350 | Q4/5] p01 [PID 1] pc=1943/5177 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2352 | Q5/5] p01 [PID 1] pc=1944/5177 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2353 | Q1/5] p01 [PID 1] pc=1945/5177 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2355 | Q2/5] p01 [PID 1] pc=1946/5177 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2356 | Q3/5] p01 [PID 1] pc=1947/5177 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2357 | Q3/5] p01 [PID 1] pc=1947/5178 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:50] [Tick 2358 | Q4/5] p01 [PID 1] pc=1948/5178 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:50] [Tick 2359 | Q5/5] p01 [PID 1] pc=1949/5178 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2360 | Q1/5] p01 [PID 1] pc=1950/5178 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2361 | Q2/5] p01 [PID 1] pc=1951/5178 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2363 | Q3/5] p01 [PID 1] pc=1952/5178 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2364 | Q3/5] p01 [PID 1] pc=1952/5179 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:50] [Tick 2365 | Q4/5] p01 [PID 1] pc=1953/5179 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:50] [Tick 2366 | Q5/5] p01 [PID 1] pc=1954/5179 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:50] [Tick 2367 | Q1/5] p01 [PID 1] pc=1955/5179 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2368 | Q2/5] p01 [PID 1] pc=1956/5179 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2370 | Q3/5] p01 [PID 1] pc=1957/5179 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2372 | Q4/5] p01 [PID 1] pc=1958/5179 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:50] [Tick 2374 | Q5/5] p01 [PID 1] pc=1959/5179 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2376 | Q1/5] p01 [PID 1] pc=1960/5179 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2377 | Q2/5] p01 [PID 1] pc=1961/5179 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2379 | Q3/5] p01 [PID 1] pc=1962/5179 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2380 | Q4/5] p01 [PID 1] pc=1963/5179 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2382 | Q5/5] p01 [PID 1] pc=1964/5179 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2383 | Q1/5] p01 [PID 1] pc=1965/5179 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2384 | Q2/5] p01 [PID 1] pc=1966/5179 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2385 | Q3/5] p01 [PID 1] pc=1967/5179 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2386 | Q4/5] p01 [PID 1] pc=1968/5179 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2387 | Q5/5] p01 [PID 1] pc=1969/5179 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2388 | Q5/5] p01 [PID 1] pc=1969/5180 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2389 | Q1/5] p01 [PID 1] pc=1970/5180 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2390 | Q2/5] p01 [PID 1] pc=1971/5180 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2391 | Q3/5] p01 [PID 1] pc=1972/5180 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2392 | Q4/5] p01 [PID 1] pc=1973/5180 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2393 | Q5/5] p01 [PID 1] pc=1974/5180 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2394 | Q1/5] p01 [PID 1] pc=1975/5180 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2395 | Q1/5] p01 [PID 1] pc=1975/5181 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2396 | Q2/5] p01 [PID 1] pc=1976/5181 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2397 | Q3/5] p01 [PID 1] pc=1977/5181 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2399 | Q4/5] p01 [PID 1] pc=1978/5181 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2401 | Q5/5] p01 [PID 1] pc=1979/5181 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2402 | Q1/5] p01 [PID 1] pc=1980/5181 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2403 | Q2/5] p01 [PID 1] pc=1981/5181 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2405 | Q3/5] p01 [PID 1] pc=1982/5181 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2406 | Q4/5] p01 [PID 1] pc=1983/5181 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2407 | Q5/5] p01 [PID 1] pc=1984/5181 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2408 | Q1/5] p01 [PID 1] pc=1985/5181 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2409 | Q2/5] p01 [PID 1] pc=1986/5181 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2410 | Q3/5] p01 [PID 1] pc=1987/5181 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2411 | Q3/5] p01 [PID 1] pc=1987/5182 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2412 | Q4/5] p01 [PID 1] pc=1988/5182 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2413 | Q5/5] p01 [PID 1] pc=1989/5182 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2414 | Q1/5] p01 [PID 1] pc=1990/5182 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2415 | Q2/5] p01 [PID 1] pc=1991/5182 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2416 | Q3/5] p01 [PID 1] pc=1992/5182 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2417 | Q3/5] p01 [PID 1] pc=1992/5183 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2418 | Q4/5] p01 [PID 1] pc=1993/5183 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2419 | Q5/5] p01 [PID 1] pc=1994/5183 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2420 | Q1/5] p01 [PID 1] pc=1995/5183 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2421 | Q2/5] p01 [PID 1] pc=1996/5183 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2422 | Q3/5] p01 [PID 1] pc=1997/5183 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2423 | Q4/5] p01 [PID 1] pc=1998/5183 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2424 | Q5/5] p01 [PID 1] pc=1999/5183 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2425 | Q1/5] p01 [PID 1] pc=2000/5183 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2426 | Q2/5] p01 [PID 1] pc=2001/5183 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2427 | Q2/5] p01 [PID 1] pc=2001/5184 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2428 | Q3/5] p01 [PID 1] pc=2002/5184 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2429 | Q4/5] p01 [PID 1] pc=2003/5184 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2430 | Q5/5] p01 [PID 1] pc=2004/5184 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2431 | Q5/5] p01 [PID 1] pc=2004/5185 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2432 | Q1/5] p01 [PID 1] pc=2005/5185 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2433 | Q2/5] p01 [PID 1] pc=2006/5185 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2434 | Q3/5] p01 [PID 1] pc=2007/5185 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2435 | Q3/5] p01 [PID 1] pc=2007/5186 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2436 | Q4/5] p01 [PID 1] pc=2008/5186 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2437 | Q5/5] p01 [PID 1] pc=2009/5186 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:51] [Tick 2438 | Q1/5] p01 [PID 1] pc=2010/5186 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2439 | Q2/5] p01 [PID 1] pc=2011/5186 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:51] [Tick 2440 | Q3/5] p01 [PID 1] pc=2012/5186 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2441 | Q3/5] p01 [PID 1] pc=2012/5187 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2442 | Q4/5] p01 [PID 1] pc=2013/5187 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2443 | Q5/5] p01 [PID 1] pc=2014/5187 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2444 | Q1/5] p01 [PID 1] pc=2015/5187 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2445 | Q2/5] p01 [PID 1] pc=2016/5187 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2446 | Q2/5] p01 [PID 1] pc=2016/5188 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2447 | Q3/5] p01 [PID 1] pc=2017/5188 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2448 | Q4/5] p01 [PID 1] pc=2018/5188 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2449 | Q5/5] p01 [PID 1] pc=2019/5188 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2450 | Q1/5] p01 [PID 1] pc=2020/5188 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2452 | Q2/5] p01 [PID 1] pc=2021/5188 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2453 | Q3/5] p01 [PID 1] pc=2022/5188 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2454 | Q3/5] p01 [PID 1] pc=2022/5189 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2455 | Q4/5] p01 [PID 1] pc=2023/5189 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2456 | Q5/5] p01 [PID 1] pc=2024/5189 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2457 | Q1/5] p01 [PID 1] pc=2025/5189 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2458 | Q1/5] p01 [PID 1] pc=2025/5190 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2459 | Q2/5] p01 [PID 1] pc=2026/5190 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2460 | Q3/5] p01 [PID 1] pc=2027/5190 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2461 | Q4/5] p01 [PID 1] pc=2028/5190 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2462 | Q5/5] p01 [PID 1] pc=2029/5190 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2463 | Q1/5] p01 [PID 1] pc=2030/5190 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2464 | Q2/5] p01 [PID 1] pc=2031/5190 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2465 | Q3/5] p01 [PID 1] pc=2032/5190 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2467 | Q4/5] p01 [PID 1] pc=2033/5190 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2468 | Q5/5] p01 [PID 1] pc=2034/5190 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2469 | Q1/5] p01 [PID 1] pc=2035/5190 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2471 | Q2/5] p01 [PID 1] pc=2036/5190 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2472 | Q3/5] p01 [PID 1] pc=2037/5190 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2473 | Q4/5] p01 [PID 1] pc=2038/5190 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2474 | Q4/5] p01 [PID 1] pc=2038/5191 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2475 | Q5/5] p01 [PID 1] pc=2039/5191 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2476 | Q1/5] p01 [PID 1] pc=2040/5191 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2477 | Q2/5] p01 [PID 1] pc=2041/5191 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2479 | Q3/5] p01 [PID 1] pc=2042/5191 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2481 | Q4/5] p01 [PID 1] pc=2043/5191 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2483 | Q5/5] p01 [PID 1] pc=2044/5191 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2485 | Q1/5] p01 [PID 1] pc=2045/5191 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2486 | Q2/5] p01 [PID 1] pc=2046/5191 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2487 | Q2/5] p01 [PID 1] pc=2046/5192 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2488 | Q3/5] p01 [PID 1] pc=2047/5192 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2489 | Q4/5] p01 [PID 1] pc=2048/5192 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2490 | Q5/5] p01 [PID 1] pc=2049/5192 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2491 | Q1/5] p01 [PID 1] pc=2050/5192 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2492 | Q2/5] p01 [PID 1] pc=2051/5192 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:52] [Tick 2493 | Q3/5] p01 [PID 1] pc=2052/5192 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2494 | Q4/5] p01 [PID 1] pc=2053/5192 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2495 | Q5/5] p01 [PID 1] pc=2054/5192 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2496 | Q1/5] p01 [PID 1] pc=2055/5192 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2497 | Q2/5] p01 [PID 1] pc=2056/5192 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2498 | Q3/5] p01 [PID 1] pc=2057/5192 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2499 | Q4/5] p01 [PID 1] pc=2058/5192 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2500 | Q5/5] p01 [PID 1] pc=2059/5192 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2502 | Q1/5] p01 [PID 1] pc=2060/5192 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2503 | Q2/5] p01 [PID 1] pc=2061/5192 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:52] [Tick 2504 | Q3/5] p01 [PID 1] pc=2062/5192 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2505 | Q4/5] p01 [PID 1] pc=2063/5192 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2506 | Q5/5] p01 [PID 1] pc=2064/5192 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2507 | Q1/5] p01 [PID 1] pc=2065/5192 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2508 | Q2/5] p01 [PID 1] pc=2066/5192 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2509 | Q3/5] p01 [PID 1] pc=2067/5192 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2510 | Q4/5] p01 [PID 1] pc=2068/5192 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2511 | Q5/5] p01 [PID 1] pc=2069/5192 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2512 | Q5/5] p01 [PID 1] pc=2069/5193 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2513 | Q1/5] p01 [PID 1] pc=2070/5193 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2514 | Q2/5] p01 [PID 1] pc=2071/5193 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2516 | Q3/5] p01 [PID 1] pc=2072/5193 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2518 | Q4/5] p01 [PID 1] pc=2073/5193 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2519 | Q5/5] p01 [PID 1] pc=2074/5193 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2520 | Q1/5] p01 [PID 1] pc=2075/5193 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2521 | Q2/5] p01 [PID 1] pc=2076/5193 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2522 | Q3/5] p01 [PID 1] pc=2077/5193 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2523 | Q4/5] p01 [PID 1] pc=2078/5193 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2524 | Q4/5] p01 [PID 1] pc=2078/5194 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2525 | Q5/5] p01 [PID 1] pc=2079/5194 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2526 | Q1/5] p01 [PID 1] pc=2080/5194 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2528 | Q2/5] p01 [PID 1] pc=2081/5194 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2529 | Q3/5] p01 [PID 1] pc=2082/5194 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2530 | Q3/5] p01 [PID 1] pc=2082/5195 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2531 | Q4/5] p01 [PID 1] pc=2083/5195 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2532 | Q5/5] p01 [PID 1] pc=2084/5195 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2533 | Q1/5] p01 [PID 1] pc=2085/5195 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2534 | Q2/5] p01 [PID 1] pc=2086/5195 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2535 | Q3/5] p01 [PID 1] pc=2087/5195 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2536 | Q4/5] p01 [PID 1] pc=2088/5195 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2537 | Q5/5] p01 [PID 1] pc=2089/5195 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2538 | Q1/5] p01 [PID 1] pc=2090/5195 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2540 | Q2/5] p01 [PID 1] pc=2091/5195 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2541 | Q3/5] p01 [PID 1] pc=2092/5195 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2542 | Q4/5] p01 [PID 1] pc=2093/5195 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2543 | Q4/5] p01 [PID 1] pc=2093/5196 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2544 | Q5/5] p01 [PID 1] pc=2094/5196 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2545 | Q1/5] p01 [PID 1] pc=2095/5196 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2546 | Q1/5] p01 [PID 1] pc=2095/5197 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2547 | Q2/5] p01 [PID 1] pc=2096/5197 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2548 | Q3/5] p01 [PID 1] pc=2097/5197 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2549 | Q4/5] p01 [PID 1] pc=2098/5197 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2550 | Q5/5] p01 [PID 1] pc=2099/5197 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2551 | Q1/5] p01 [PID 1] pc=2100/5197 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2552 | Q2/5] p01 [PID 1] pc=2101/5197 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2553 | Q3/5] p01 [PID 1] pc=2102/5197 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2554 | Q4/5] p01 [PID 1] pc=2103/5197 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2555 | Q4/5] p01 [PID 1] pc=2103/5198 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2556 | Q5/5] p01 [PID 1] pc=2104/5198 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2557 | Q1/5] p01 [PID 1] pc=2105/5198 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2559 | Q2/5] p01 [PID 1] pc=2106/5198 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2561 | Q3/5] p01 [PID 1] pc=2107/5198 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2562 | Q4/5] p01 [PID 1] pc=2108/5198 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2563 | Q5/5] p01 [PID 1] pc=2109/5198 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2564 | Q1/5] p01 [PID 1] pc=2110/5198 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2566 | Q2/5] p01 [PID 1] pc=2111/5198 -> ADD(sum, x, y) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2567 | Q3/5] p01 [PID 1] pc=2112/5198 -> PRINT('Hello world!') | State=RUNNING
[2025-11-28 00:44:53] [Tick 2568 | Q4/5] p01 [PID 1] pc=2113/5198 -> DECLARE(y, 10) | State=RUNNING
[2025-11-28 00:44:53] [Tick 2569 | Q5/5] p01 [PID 1] pc=2114/5198 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:54] [Tick 2570 | Q1/5] p01 [PID 1] pc=2115/5198 -> SLEEP(2) | State=RUNNING
[2025-11-28 00:44:54] [Tick 2572 | Q2/5] p01 [PID 1] pc=2116/5198 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-28 00:44:54] [Tick 2573 | Q3/5] p01 [PID 1] pc=2117/5198 -> DECLARE(x, 5) | State=RUNNING
[2025-11-28 00:44:54] [Tick 2574 | Q4/5] p01 [PID 1] pc=2118/5198 -> DECLARE(y, 10) | State=RUNNING
